시도,요양기관종별,간호사계,간호사,가정전문간호사,보건전문간호사,마취전문간호사,정신전문간호사,간호조무사,임상병리사,방사선사,치과기공사,치과위생사,보건의료정보관리사,동위원소취급자(일반),동위원소취급자(특수),방사선취급감독자,영양사,조리사,조혈모세포이식담당자,안경사,기타종사자,정신건강전문요원계
서울,계,"55,582","55,264",177,13,44,84,"38,662","6,623","7,131",678,"10,697","1,150",267,68,57,"1,061","1,091",44,699,"26,983",278
서울,상급종합병원,"25,138","25,004",108,1,0,25,"1,010","2,537","2,180",31,158,384,150,28,16,232,49,42,37,"9,444",126
서울,종합병원,"14,123","14,073",37,1,3,9,"1,841","1,406","1,233",19,170,296,50,26,10,160,99,2,26,"5,794",45
서울,병원,"6,198","6,120",2,1,38,37,"3,232",578,878,9,65,158,20,2,10,268,361,0,65,"2,816",42
서울,요양병원,"3,147","3,145",2,0,0,0,"1,778",27,127,0,7,165,0,0,4,254,311,0,0,"1,299",3
서울,정신병원,50,50,-,-,-,-,23,-,1,-,-,-,-,-,-,6,7,-,-,25,10
서울,의원,"5,074","5,027",28,10,3,6,"21,331","1,903","2,501",0,8,109,33,8,15,67,164,0,571,"6,488",49
서울,치과병원,45,45,-,-,-,-,88,6,28,95,812,4,-,-,0,3,2,-,-,218,-
서울,치과의원,133,129,-,0,0,4,"4,144",2,5,524,"9,470",9,1,0,2,0,0,0,0,325,0
서울,조산원,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
서울,보건소,649,649,-,-,-,-,-,146,96,-,3,-,-,4,-,2,-,-,-,-,-
서울,보건지소,13,13,-,-,-,-,-,1,-,-,3,-,-,-,-,3,-,-,-,1,-
서울,약국,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,7,-
서울,한방병원,722,722,0,-,-,-,442,16,81,-,-,19,12,-,-,63,84,-,-,357,3
서울,한의원,290,287,0,0,0,3,"4,771",1,1,0,1,6,1,0,0,3,14,0,0,209,0
부산,계,"19,045","18,946",15,12,40,32,"18,344","1,940","2,138",307,"2,652",526,109,25,14,716,980,7,209,"8,536",152
부산,상급종합병원,"3,742","3,734",4,0,0,4,248,328,310,3,39,57,22,9,2,21,18,5,5,"1,484",13
부산,종합병원,"7,530","7,512",4,3,5,6,"1,445",707,566,3,87,116,63,14,6,86,92,2,8,"2,889",36
부산,병원,"3,460","3,432",0,0,28,0,"2,672",338,424,1,12,79,2,0,2,198,273,0,62,"1,510",1
부산,요양병원,"2,902","2,898",4,0,-,-,"4,612",55,145,-,1,206,-,-,1,334,436,-,-,"1,304",-
부산,정신병원,296,282,-,-,-,14,235,13,13,-,-,6,-,-,-,36,52,-,-,301,92
부산,의원,666,653,3,0,5,5,"5,791",443,621,2,0,32,6,2,2,22,84,0,134,699,10
부산,치과병원,5,4,-,-,1,-,44,0,4,58,369,3,-,-,-,-,0,-,-,127,-
부산,치과의원,30,29,-,-,1,-,"1,529",1,5,240,"2,135",19,-,-,-,-,-,-,-,135,-
부산,보건소,178,166,-,9,-,3,8,46,30,0,7,0,-,-,1,1,-,-,-,-,-
부산,보건지소,20,20,-,-,-,-,6,3,2,-,2,-,-,-,-,-,-,-,-,-,-
부산,보건진료소,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
부산,한방병원,155,155,-,-,-,-,156,6,18,-,-,5,16,-,-,18,23,-,-,21,-
부산,한의원,56,56,-,0,0,0,"1,598",-,-,-,-,3,-,-,-,-,2,-,-,66,-
인천,계,"12,227","12,128",72,2,21,4,"11,874","1,313","1,468",85,"1,840",268,39,10,6,362,533,2,162,"6,134",96
인천,상급종합병원,"4,308","4,288",7,-,13,0,311,343,303,6,29,66,18,7,1,30,6,2,9,"1,125",15
인천,종합병원,"3,730","3,716",8,0,4,2,"1,096",387,313,0,44,62,4,2,1,50,66,0,64,"2,489",19
인천,병원,"1,815","1,809",2,0,4,0,"1,348",149,206,0,8,38,0,0,0,94,138,0,46,835,45
인천,요양병원,"1,306","1,285",21,0,0,0,"1,364",12,70,0,0,74,0,0,0,127,171,0,0,679,1
인천,정신병원,49,48,0,0,-,1,37,1,-,-,-,-,-,-,-,9,10,-,-,31,10
인천,의원,655,619,34,2,0,0,"4,771",392,519,0,4,14,16,1,2,12,72,0,43,604,6
인천,치과병원,1,1,0,-,-,-,13,-,1,5,136,-,-,-,1,1,1,-,-,50,-
인천,치과의원,22,22,-,-,-,-,"1,577",1,5,74,"1,602",5,-,-,1,-,-,-,-,130,-
인천,보건소,79,78,-,-,-,1,18,23,16,-,6,0,-,-,-,1,-,-,-,-,-
인천,보건지소,25,25,-,-,-,-,27,2,0,-,11,-,-,-,-,-,-,-,-,-,-
인천,보건진료소,25,25,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
인천,한방병원,159,159,-,-,-,-,277,3,35,-,-,5,-,-,-,38,63,-,0,142,0
인천,한의원,53,53,-,0,0,0,"1,034",-,-,-,-,4,1,-,-,-,6,-,-,49,-
대구,계,"13,481","13,448",24,1,1,7,"10,325","1,538","1,663",189,"2,375",257,86,17,11,382,613,26,47,"6,259",93
대구,상급종합병원,"5,168","5,159",9,0,0,0,662,493,393,6,24,51,43,13,4,33,61,24,1,"3,108",34
대구,종합병원,"2,271","2,265",5,1,-,0,537,172,175,1,30,35,29,2,1,33,37,2,3,845,7
대구,병원,"3,407","3,403",0,0,1,3,"1,530",241,354,0,5,67,2,2,3,142,238,-,14,"1,155",28
대구,요양병원,"1,337","1,332",5,0,0,0,"1,449",43,70,0,0,76,8,0,1,139,196,0,0,576,1
대구,정신병원,85,85,-,-,-,0,73,7,6,-,2,1,-,-,-,9,10,-,-,-,15
대구,의원,943,938,5,0,0,-,"4,114",555,630,-,1,16,4,-,2,13,58,-,29,349,7
대구,치과병원,5,5,-,-,-,-,9,-,5,14,336,1,-,-,-,-,-,-,-,81,-
대구,치과의원,9,9,-,-,-,-,605,1,-,168,"1,960",3,-,-,-,-,-,-,-,60,-
대구,보건소,101,98,-,-,-,3,10,23,14,-,13,-,-,-,-,3,-,-,-,-,-
대구,보건지소,7,7,-,-,-,-,17,-,-,-,2,-,-,-,-,1,-,-,-,-,-
대구,보건진료소,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
대구,약국,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-
대구,한방병원,113,113,-,-,-,-,81,3,16,-,2,3,-,-,-,9,13,-,-,27,-
대구,한의원,27,26,-,0,0,1,"1,238",0,0,0,0,4,0,0,0,0,0,0,0,56,1
광주,계,"9,289","9,241",14,0,1,33,"7,720",940,"1,014",135,"1,962",167,52,6,15,456,624,5,70,"4,560",80
광주,상급종합병원,"2,174","2,172",0,0,0,2,98,122,126,4,6,29,5,5,3,14,14,5,0,290,4
광주,종합병원,"3,248","3,242",3,0,1,2,534,245,242,0,21,51,4,1,4,46,65,0,2,"1,259",13
광주,병원,"1,556","1,548",8,0,-,0,"1,088",157,197,-,-,25,16,-,3,125,167,-,31,952,8
광주,요양병원,"1,170","1,170",-,-,-,0,"1,799",54,64,-,1,45,10,-,1,124,131,-,-,931,-
광주,정신병원,97,77,-,-,-,20,40,3,4,-,-,3,-,-,-,10,12,-,-,74,48
광주,의원,578,568,3,0,0,7,"2,428",341,282,-,3,4,17,-,3,10,36,-,37,316,7
광주,치과병원,7,7,-,-,-,-,29,1,7,16,208,2,-,-,-,0,0,-,-,35,-
광주,치과의원,20,20,-,-,-,-,423,-,2,115,"1,713",3,-,-,-,-,1,-,-,81,-
광주,보건소,70,68,-,-,-,2,29,12,7,-,10,1,-,-,-,-,-,-,-,-,-
광주,보건진료소,10,10,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
광주,약국,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-
광주,한방병원,333,333,0,0,0,0,594,5,83,0,0,4,0,0,1,127,198,0,0,592,0
광주,한의원,26,26,-,-,-,-,657,-,-,-,-,-,-,-,-,-,0,-,-,28,-
대전,계,"7,666","7,617",33,2,1,13,"7,965",931,"1,075",141,"1,668",286,10,9,4,239,382,5,70,"3,873",57
대전,상급종합병원,"1,387","1,382",3,-,-,2,143,123,114,1,2,27,2,1,0,14,16,5,4,657,10
대전,종합병원,"3,385","3,372",10,2,0,1,691,328,338,3,73,70,6,6,2,35,34,0,22,"1,659",20
대전,병원,"1,247","1,246",-,-,1,0,"1,023",104,152,4,14,50,1,1,-,67,111,-,11,579,21
대전,요양병원,922,909,13,0,0,0,"1,162",21,46,-,-,71,-,-,1,96,143,-,-,303,0
대전,의원,456,442,7,0,0,7,"3,164",323,380,-,1,46,0,1,-,11,43,-,33,311,6
대전,치과병원,11,11,-,-,-,-,12,8,14,14,194,2,-,-,-,-,-,-,-,19,-
대전,치과의원,7,7,-,0,0,0,721,0,2,119,"1,376",5,0,0,0,0,2,0,0,178,0
대전,보건소,74,72,-,-,-,2,17,14,9,-,7,2,-,-,-,1,-,-,-,-,-
대전,보건지소,10,9,-,-,-,1,3,-,-,-,1,-,-,-,-,-,-,-,-,2,0
대전,보건진료소,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
대전,한방병원,126,126,0,-,-,-,155,10,20,-,-,11,0,-,1,15,31,-,-,115,-
대전,한의원,33,33,-,-,-,-,874,-,0,-,-,2,1,-,-,-,2,-,-,50,-
울산,계,"4,852","4,836",0,0,12,4,"4,517",517,532,79,"1,170",112,3,3,2,165,216,4,36,"2,485",30
울산,상급종합병원,"1,377","1,377",-,-,-,-,35,96,78,1,8,14,1,1,0,9,3,1,3,385,6
울산,종합병원,"1,654","1,645",0,0,9,0,270,155,129,0,19,28,1,1,0,19,23,-,-,377,1
울산,병원,712,709,0,-,3,0,600,91,86,-,-,11,-,-,2,42,53,3,4,664,12
울산,요양병원,611,611,-,0,0,0,899,12,34,0,2,38,0,0,0,74,104,0,0,601,0
울산,정신병원,39,38,-,-,-,1,32,2,3,-,-,2,-,-,-,4,5,-,-,55,9
울산,의원,313,313,-,-,-,-,"1,762",142,183,-,2,9,1,1,-,9,24,-,29,234,2
울산,치과병원,1,1,-,-,-,-,5,1,1,6,134,-,-,-,-,-,-,-,-,24,-
울산,치과의원,10,10,-,0,0,0,418,0,0,72,990,8,0,0,0,0,0,0,0,80,0
울산,보건소,51,48,-,-,-,3,5,16,9,0,11,1,-,-,-,5,-,-,-,-,-
울산,보건지소,5,5,-,-,-,-,4,1,-,-,4,-,-,-,-,-,-,-,-,-,-
울산,보건진료소,11,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
울산,한방병원,46,46,-,-,-,-,40,1,9,-,-,1,-,-,-,3,3,-,-,51,-
울산,한의원,22,22,-,0,0,0,447,-,-,-,-,-,-,-,-,-,1,-,-,14,-
경기,계,"44,864","44,535",197,15,39,78,"44,969","5,266","5,928",529,"9,843","1,055",189,32,51,"1,540","1,947",5,297,"20,941",371
경기,상급종합병원,"7,157","7,137",15,-,-,5,164,657,562,5,70,94,10,4,2,53,11,3,8,"2,426",31
경기,종합병원,"18,546","18,455",62,3,14,12,"2,844","1,869","1,615",16,219,360,66,23,10,226,225,2,34,"8,138",64
경기,병원,"7,065","7,034",6,0,22,3,"4,907",668,986,3,46,159,38,1,9,396,513,0,9,"3,187",64
경기,요양병원,"6,104","6,077",20,1,0,6,"5,641",95,317,0,3,320,2,0,2,627,751,0,0,"2,511",3
경기,정신병원,526,511,-,0,0,15,426,20,18,0,0,7,4,0,1,67,88,-,-,371,171
경기,의원,"3,856","3,737",89,7,3,20,"20,115","1,820","2,257",0,15,62,13,4,21,53,190,0,242,"3,124",34
경기,치과병원,8,8,-,-,-,-,43,2,5,51,540,2,-,-,-,2,1,-,-,156,-
경기,치과의원,90,86,3,1,0,0,"5,053",3,1,454,"8,829",14,5,0,5,0,1,0,4,473,0
경기,보건소,338,325,-,3,-,10,163,112,63,-,67,4,-,-,-,12,-,-,-,-,-
경기,보건지소,69,69,-,-,-,-,112,5,6,-,52,-,-,-,-,2,-,-,-,2,1
경기,보건진료소,159,159,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
경기,보건의료원,29,28,-,-,-,1,3,4,4,-,2,0,-,-,-,-,-,-,-,-,-
경기,약국,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,2,-
경기,한방병원,651,646,0,0,0,5,719,11,94,-,-,28,35,-,1,99,150,-,-,375,3
경기,한의원,266,263,2,0,0,1,"4,778",0,0,0,0,5,16,0,0,3,17,0,0,176,0
강원,계,"6,429","6,403",6,1,0,19,"5,096",650,743,64,"1,078",127,25,5,9,184,250,0,28,"2,557",67
강원,상급종합병원,"1,961","1,955",4,1,0,1,81,179,137,1,16,27,16,3,0,17,4,0,1,712,17
강원,종합병원,"2,054","2,054",0,0,0,0,439,191,195,0,15,31,3,2,2,34,64,0,1,717,12
강원,병원,936,926,-,0,0,10,628,108,141,1,33,28,1,0,3,63,73,0,0,521,35
강원,요양병원,424,424,0,-,-,0,376,12,22,0,2,20,-,-,0,49,63,-,-,229,1
강원,의원,632,629,2,-,0,1,"2,193",118,212,-,0,15,4,-,3,12,41,-,26,255,2
강원,치과병원,7,7,-,-,-,-,13,2,3,6,45,1,-,-,-,1,-,-,-,53,-
강원,치과의원,12,12,-,-,-,-,564,1,1,56,881,3,-,-,-,-,1,-,-,44,-
강원,보건소,131,127,-,-,-,4,101,32,23,-,29,-,-,-,-,5,-,-,-,-,-
강원,보건지소,67,66,-,-,-,1,126,2,2,-,53,-,-,-,-,-,-,-,-,1,-
강원,보건진료소,129,129,-,-,-,-,0,-,-,-,1,-,-,-,-,-,-,-,-,-,-
강원,보건의료원,26,24,-,-,-,2,5,4,5,-,3,1,-,-,1,-,-,-,-,-,-
강원,약국,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-
강원,한방병원,20,20,-,-,-,-,24,1,2,-,-,1,0,-,-,3,4,-,-,13,-
강원,한의원,30,30,-,0,0,0,546,0,0,0,0,0,1,0,0,0,0,0,0,9,0
충북,계,"5,007","4,958",27,0,5,17,"6,643",690,810,68,"1,283",154,29,5,5,202,290,0,47,"3,336",58
충북,상급종합병원,936,935,0,0,0,1,72,99,77,-,5,13,7,3,0,9,3,-,-,797,6
충북,종합병원,"1,952","1,946",4,0,2,0,712,262,231,0,59,44,3,2,1,39,76,0,2,"1,353",8
충북,병원,623,610,10,-,0,3,579,87,110,-,3,27,13,-,-,48,62,-,3,361,6
충북,요양병원,589,586,3,0,0,0,770,22,36,0,1,40,0,0,0,70,82,0,0,282,1
충북,정신병원,135,130,4,0,1,0,83,4,4,-,-,5,-,-,-,18,21,-,-,58,31
충북,의원,334,324,6,-,2,2,"2,914",184,318,-,0,15,4,-,2,8,32,-,42,314,3
충북,치과병원,0,-,0,-,-,-,4,0,-,5,61,-,-,-,-,-,-,-,-,6,-
충북,치과의원,11,11,-,-,-,-,581,-,0,63,"1,065",6,2,-,1,-,-,-,-,63,0
충북,조산원,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
충북,보건소,151,140,-,-,-,11,86,29,24,-,34,1,-,-,1,2,-,-,-,-,3
충북,보건지소,41,41,-,-,-,-,125,1,3,0,55,-,-,-,-,-,-,-,-,-,-
충북,보건진료소,157,157,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
충북,약국,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
충북,한방병원,62,62,-,-,-,-,75,2,7,-,-,2,-,-,-,8,14,-,-,76,-
충북,한의원,16,16,-,0,0,0,638,0,-,-,-,1,-,-,-,-,-,-,-,25,-
충남,계,"6,261","6,212",20,1,5,23,"8,436",796,911,127,"1,596",226,11,4,8,257,390,0,54,"3,830",69
충남,상급종합병원,"1,822","1,813",-,0,2,7,128,198,135,1,4,35,5,2,1,13,9,0,5,409,9
충남,종합병원,"1,559","1,552",5,1,0,1,499,182,163,0,28,36,1,2,2,28,51,0,3,"1,492",6
충남,병원,602,595,6,-,1,-,786,117,164,-,3,31,-,-,1,52,82,-,-,549,6
충남,요양병원,996,993,3,0,-,0,"1,446",25,61,-,2,81,-,-,1,123,155,-,-,434,1
충남,정신병원,258,257,-,-,-,1,145,5,3,-,-,5,-,-,0,21,25,-,-,169,42
충남,의원,453,444,5,0,2,2,"3,450",218,336,0,0,16,0,0,2,9,46,-,46,449,4
충남,치과병원,7,7,-,-,-,-,21,1,7,33,227,4,-,-,-,-,-,-,-,79,-
충남,치과의원,3,3,-,0,0,0,758,0,0,92,"1,195",10,0,0,0,0,0,0,0,81,0
충남,보건소,149,139,-,-,-,10,85,36,19,1,50,1,-,-,1,-,-,-,-,-,-
충남,보건지소,53,53,-,-,-,-,228,3,3,-,84,0,-,-,-,-,-,-,-,-,-
