시도,요양기관종별,간호사계,간호사,가정전문간호사,보건전문간호사,마취전문간호사,정신전문간호사,간호조무사,임상병리사,방사선사,치과기공사,치과위생사,보건의료정보관리사,동위원소취급자(일반),동위원소취급자(특수),방사선취급감독자,영양사,조리사,조혈모세포이식담당자,안경사,기타종사자,정신건강전문요원계
서울,계,"47,555","47,254",170,15,46,70,"31,311","5,775","6,276",693,"10,290",984,195,83,58,962,985,39,144,"8,454",270
서울,상급종합병원,"20,343","20,218",103,1,0,21,537,"2,148","1,921",31,149,308,127,29,16,208,45,37,32,"3,970",107
서울,종합병원,"12,467","12,425",38,1,3,0,"1,462","1,318","1,124",25,176,268,45,37,11,153,98,2,16,"2,016",38
서울,병원,"5,545","5,467",3,3,39,33,"2,629",478,774,10,57,145,5,4,10,265,348,0,19,727,75
서울,요양병원,"2,948","2,948",0,0,0,0,"1,526",33,117,0,7,132,0,0,4,230,285,0,0,400,4
서울,의원,"4,624","4,576",26,10,4,8,"16,892","1,634","2,153",0,5,98,18,9,14,56,145,0,77,638,43
서울,치과병원,42,42,-,-,-,-,107,7,25,96,805,3,-,-,1,3,3,-,-,184,-
서울,치과의원,139,135,-,0,0,4,"4,329",2,9,531,"9,085",8,0,0,2,0,0,0,0,255,0
서울,조산원,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
서울,보건소,649,649,-,-,-,-,-,146,96,-,3,-,-,4,-,2,-,-,-,-,-
서울,보건지소,13,13,-,-,-,-,-,1,-,-,3,-,-,-,-,3,-,-,-,1,-
서울,약국,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,2,-
서울,한방병원,511,510,0,-,-,1,302,7,55,-,0,15,-,-,-,39,52,-,-,122,3
서울,한의원,274,271,0,0,0,3,"3,525",1,2,0,0,7,0,0,0,3,9,0,0,139,0
부산,계,"17,273","17,156",20,11,43,43,"16,811","1,755","1,871",271,"2,491",490,48,25,19,685,951,7,84,"3,139",146
부산,상급종합병원,"4,234","4,221",8,1,0,4,238,389,342,3,38,55,19,10,3,27,21,6,5,588,15
부산,종합병원,"6,039","6,022",3,1,6,7,"1,120",513,421,3,81,86,24,12,7,76,91,1,5,"1,157",27
부산,병원,"3,018","2,975",0,0,30,13,"2,516",326,394,1,12,88,2,1,3,194,266,0,30,695,14
부산,요양병원,"2,945","2,936",6,0,-,3,"4,719",68,151,-,1,194,-,-,4,351,472,-,-,377,86
부산,의원,615,594,3,0,5,13,"5,303",405,511,2,0,34,3,2,1,25,86,-,44,124,4
부산,치과병원,7,6,-,-,1,-,50,0,4,39,382,4,-,-,-,-,1,-,-,61,-
부산,치과의원,35,34,-,-,1,-,"1,548",1,5,223,"1,968",18,-,-,-,-,-,-,-,110,-
부산,보건소,178,166,-,9,-,3,8,46,30,0,7,0,-,-,1,1,-,-,-,-,-
부산,보건지소,20,20,-,-,-,-,6,3,2,-,2,-,-,-,-,-,-,-,-,-,-
부산,보건진료소,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
부산,약국,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-
부산,한방병원,125,125,-,-,-,-,97,4,11,-,-,6,-,-,-,11,12,-,-,-,-
부산,한의원,52,52,-,-,-,-,"1,206",-,-,-,-,3,-,-,-,-,2,-,-,27,-
인천,계,"11,113","11,042",49,0,20,2,"10,350","1,207","1,337",82,"1,716",249,24,10,7,339,488,1,40,"3,305",86
인천,상급종합병원,"3,540","3,515",8,-,16,1,100,290,252,6,36,56,18,7,1,25,7,1,9,555,10
인천,종합병원,"3,714","3,705",8,0,1,0,"1,028",364,300,2,44,60,5,2,1,51,64,0,6,"1,633",17
인천,병원,"1,705","1,700",3,0,2,0,"1,211",135,197,-,8,29,-,-,1,90,123,-,12,427,45
인천,요양병원,"1,321","1,308",13,0,0,0,"1,400",18,75,0,0,78,0,0,0,132,180,0,0,361,8
인천,의원,523,505,17,0,1,0,"4,025",371,468,0,7,11,1,1,2,13,72,0,13,108,6
인천,치과병원,1,1,0,-,-,-,14,-,1,5,136,0,-,-,1,-,-,-,-,23,-
인천,치과의원,23,23,-,-,-,-,"1,550",1,4,69,"1,468",5,-,-,1,-,-,-,-,80,-
인천,보건소,79,78,-,-,-,1,18,23,16,-,6,0,-,-,-,1,-,-,-,-,-
인천,보건지소,24,24,-,-,-,-,27,2,0,-,11,-,-,-,-,-,-,-,-,-,-
인천,보건진료소,25,25,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
인천,한방병원,108,108,-,-,-,0,193,3,24,-,-,6,-,-,-,27,40,-,0,95,-
인천,한의원,50,50,-,-,-,-,783,-,-,-,-,4,-,-,-,-,2,-,-,23,-
대구,계,"11,124","11,079",17,9,2,17,"9,362","1,363","1,464",194,"2,205",232,39,14,15,365,576,6,41,"2,146",142
대구,상급종합병원,"3,708","3,696",9,2,0,1,533,419,330,6,17,38,27,12,7,27,60,5,1,350,39
대구,종합병원,"1,761","1,756",5,-,-,0,362,134,130,2,25,22,10,1,3,29,31,1,-,674,11
대구,병원,"3,299","3,279",0,7,2,11,"1,511",243,342,0,8,75,1,1,2,169,251,-,14,562,82
대구,요양병원,"1,271","1,269",0,-,-,2,"1,355",37,65,-,-,64,-,-,1,125,175,-,-,305,5
대구,의원,875,872,3,0,0,-,"3,899",505,574,-,2,18,1,-,2,10,55,-,26,155,4
대구,치과병원,5,5,-,-,-,-,11,-,5,16,312,4,-,-,-,-,-,-,-,21,-
대구,치과의원,8,8,-,-,-,-,609,1,-,170,"1,826",4,-,-,-,-,-,-,-,50,-
대구,보건소,101,98,-,-,-,3,10,23,14,-,13,-,-,-,-,3,-,-,-,-,-
대구,보건지소,7,7,-,-,-,-,19,-,-,-,2,-,-,-,-,1,-,-,-,-,-
대구,보건진료소,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
대구,약국,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-
대구,한방병원,52,52,-,-,-,-,21,1,4,-,-,3,-,-,-,1,4,-,-,-,-
대구,한의원,29,29,-,-,-,-,"1,032",-,-,-,-,4,-,-,-,-,0,-,-,27,1
광주,계,"8,012","7,977",10,4,1,20,"7,046",864,896,118,"1,686",184,11,7,13,433,603,6,46,"1,822",82
광주,상급종합병원,"1,587","1,582",0,3,0,2,96,122,126,4,6,29,5,5,3,14,14,6,0,290,4
광주,종합병원,"2,644","2,639",3,1,1,0,362,207,198,1,19,57,5,2,5,39,62,0,0,434,9
광주,병원,"1,602","1,599",2,0,-,1,939,162,197,-,1,35,-,-,2,128,167,-,15,321,22
광주,요양병원,"1,266","1,258",0,-,-,8,"1,852",57,59,-,1,45,-,-,1,119,138,-,-,411,46
광주,의원,512,500,5,0,0,7,"2,238",297,235,-,2,7,1,-,2,6,35,-,31,82,1
광주,치과병원,7,7,-,-,-,-,24,1,7,16,155,2,-,-,-,0,2,-,-,8,-
광주,치과의원,16,16,-,-,-,-,411,-,2,97,"1,492",1,-,-,-,-,1,-,-,36,-
광주,보건소,70,68,-,-,-,2,29,12,7,-,10,1,-,-,-,-,-,-,-,-,-
광주,보건진료소,10,10,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
광주,약국,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-
광주,한방병원,273,273,0,-,-,-,564,6,65,-,-,7,-,-,-,127,182,-,-,228,-
광주,한의원,25,25,-,-,-,-,530,-,-,-,-,-,-,-,-,-,2,-,-,10,-
대전,계,"6,460","6,409",26,1,1,23,"6,957",829,957,127,"1,454",269,12,11,6,225,379,5,33,"3,471",48
대전,상급종합병원,971,956,2,-,-,13,132,100,94,1,2,22,2,2,1,13,19,5,2,"1,244",3
