시도,요양기관종별,간호사계,간호사,가정전문간호사,보건전문간호사,마취전문간호사,정신전문간호사,간호조무사,임상병리사,방사선사,치과기공사,치과위생사,보건의료정보관리사,동위원소취급자(일반),동위원소취급자(특수),방사선취급감독자,영양사,조리사,조혈모세포이식담당자,안경사,기타종사자,정신건강전문요원계
서울,계,"54,778","54,460",175,13,47,83,"38,487","6,545","7,061",689,"10,678","1,116",259,70,58,"1,064","1,092",44,688,"26,885",291
서울,상급종합병원,"23,772","23,644",104,1,0,23,879,"2,400","2,081",31,146,343,143,27,17,224,47,41,36,"9,410",120
서울,종합병원,"14,817","14,765",39,1,3,9,"1,917","1,481","1,301",20,181,302,51,29,10,164,101,3,27,"5,853",45
서울,병원,"6,111","6,029",2,1,41,38,"3,183",565,861,9,65,154,20,2,10,277,372,0,64,"2,750",69
서울,요양병원,"3,194","3,192",2,0,0,0,"1,808",27,128,0,7,168,0,0,4,261,311,0,0,"1,331",5
서울,의원,"5,047","5,000",28,10,3,6,"21,238","1,900","2,479",0,7,112,32,8,15,66,165,0,561,"6,444",49
서울,치과병원,45,45,-,-,-,-,91,6,28,97,818,4,-,-,0,3,2,-,-,221,-
서울,치과의원,134,130,-,0,0,4,"4,183",2,7,532,"9,447",9,1,0,2,0,0,0,0,325,0
서울,조산원,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
서울,보건소,649,649,-,-,-,-,-,146,96,-,3,-,-,4,-,2,-,-,-,-,-
서울,보건지소,13,13,-,-,-,-,-,1,-,-,3,-,-,-,-,3,-,-,-,1,-
서울,약국,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,7,-
서울,한방병원,698,698,0,-,-,-,429,16,79,-,-,18,12,-,-,61,81,-,-,344,3
서울,한의원,298,295,0,0,0,3,"4,757",1,1,0,1,6,0,0,0,3,13,0,0,199,0
부산,계,"18,961","18,861",15,12,39,34,"18,313","1,941","2,135",303,"2,616",528,93,25,14,721,992,7,212,"8,471",154
부산,상급종합병원,"4,635","4,624",6,1,0,4,259,416,375,3,42,67,23,10,3,24,22,6,5,"1,861",16
부산,종합병원,"6,546","6,531",2,2,5,6,"1,405",615,500,3,84,106,62,13,5,83,90,1,8,"2,469",33
부산,병원,"3,511","3,472",0,0,27,12,"2,765",346,430,1,15,85,2,0,2,209,292,0,62,"1,564",13
부산,요양병원,"3,163","3,155",4,0,-,4,"4,815",65,155,-,1,208,-,-,1,365,482,-,-,"1,547",82
부산,의원,665,652,3,0,5,5,"5,748",444,619,2,0,32,6,2,2,23,85,0,137,684,10
부산,치과병원,5,4,-,-,1,-,43,0,4,58,369,3,-,-,-,-,0,-,-,127,-
부산,치과의원,30,29,-,-,1,-,"1,528",1,5,236,"2,096",19,-,-,-,-,-,-,-,134,-
부산,보건소,178,166,-,9,-,3,8,46,30,0,7,0,-,-,1,1,-,-,-,-,-
부산,보건지소,20,20,-,-,-,-,6,3,2,-,2,-,-,-,-,-,-,-,-,-,-
부산,보건진료소,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
부산,한방병원,148,148,-,-,-,-,142,5,15,-,-,5,-,-,-,16,19,-,-,21,-
부산,한의원,55,55,-,0,0,0,"1,594",-,-,-,-,3,-,-,-,-,2,-,-,64,-
인천,계,"12,176","12,074",77,0,21,4,"11,786","1,301","1,447",83,"1,832",271,31,10,6,364,524,2,161,"5,279",96
인천,상급종합병원,"4,229","4,209",7,-,13,0,276,332,287,6,31,66,18,7,1,28,6,2,10,573,15
인천,종합병원,"3,740","3,726",8,0,4,2,"1,091",388,316,0,46,63,4,2,1,51,67,0,64,"2,224",19
인천,병원,"1,850","1,844",2,0,4,0,"1,343",151,211,0,8,40,0,0,0,99,141,0,44,840,49
인천,요양병원,"1,353","1,329",23,0,0,1,"1,398",13,69,0,0,74,0,0,0,134,175,0,0,688,7
인천,의원,638,601,37,0,0,0,"4,745",388,508,0,4,14,9,1,2,13,71,0,43,590,6
인천,치과병원,1,1,0,-,-,-,13,-,1,5,139,-,-,-,1,1,1,-,-,51,-
인천,치과의원,22,22,-,-,-,-,"1,575",1,5,72,"1,587",5,-,-,1,-,-,-,-,124,-
인천,보건소,79,78,-,-,-,1,18,23,16,-,6,0,-,-,-,1,-,-,-,-,-
인천,보건지소,25,25,-,-,-,-,27,2,0,-,11,-,-,-,-,-,-,-,-,-,-
인천,보건진료소,25,25,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
인천,한방병원,162,162,-,-,-,-,259,3,34,-,-,5,-,-,-,37,58,-,0,147,0
인천,한의원,52,52,-,0,0,0,"1,040",-,-,-,-,4,-,-,-,-,5,-,-,42,-
대구,계,"12,683","12,648",20,1,1,13,"10,126","1,523","1,640",192,"2,358",255,77,17,11,383,622,26,48,"6,204",123
대구,상급종합병원,"4,615","4,606",9,0,0,0,600,476,389,6,21,50,42,13,4,34,62,24,1,"3,084",33
대구,종합병원,"2,129","2,123",5,1,-,0,514,170,165,1,30,35,29,2,1,33,39,2,3,803,7
대구,병원,"3,497","3,487",0,0,1,9,"1,624",258,366,0,7,69,2,2,3,159,262,-,14,"1,225",70
대구,요양병원,"1,279","1,276",3,0,0,0,"1,381",40,66,0,0,72,0,0,1,135,189,0,0,536,5
대구,의원,924,921,3,0,0,-,"4,096",553,625,-,1,18,4,-,2,13,60,-,30,336,7
대구,치과병원,5,5,-,-,-,-,9,-,5,17,346,1,-,-,-,-,-,-,-,88,-
